Total Time,Computation Time,Derived Communication Time,Measured Communication Time,Number of Nodes,Processes per Node,Working Set Size,Working Set Size (Bytes),Message Size,Message Size (Bytes),Total Time STD,Computation Time STD,Measured Communication Time STD,Derived Communication Time STD,Total Processes,Message Size Mul.,Number of Messages,Computational Load Type,Communication to Total Time Ratio
0.254424298828125,0.08884520800781251,0.1655790908203125,0.16557162109375,64,16,8MiB,8388608.0,256.0KiB,32768.0,0.0343102083530122,0.009174708538386924,0.036376557447153235,0.0363764247058641,1024.0,256KiB,2.0,MemoryBound,0.650769686135997
0.22803246093750001,0.0995549619140625,0.1284774990234375,0.12846997558593748,64,16,8MiB,8388608.0,32.0KiB,4096.0,0.03625289448328841,0.008918237028515874,0.03876715509314561,0.03876695845912952,1024.0,32KiB,4.0,MemoryBound,0.5633845947097375
0.252407232421875,0.0808155263671875,0.17159170605468752,0.171584712890625,64,16,8MiB,8388608.0,256.0KiB,32768.0,0.036987785847137626,0.003940151661858386,0.03757397915183237,0.037574058672201927,1024.0,256KiB,4.0,MemoryBound,0.6797931709176908
0.2315021591796875,0.10214605859375,0.1293561005859375,0.12934863085937498,64,16,8MiB,8388608.0,32.0KiB,4096.0,0.03857916593906306,0.009018922216742137,0.04061781560918536,0.04061770198602605,1024.0,32KiB,8.0,MemoryBound,0.5587361747195502
0.28512522812499996,0.08614150234375,0.19898372578124998,0.19897683124999999,64,20,8MiB,8388608.0,32.0KiB,4096.0,0.03106001982477066,0.006689684786692645,0.033833808865998204,0.033833734491244424,1280.0,32KiB,2.0,MemoryBound,0.6978576836517876
0.30065237421875,0.09045869531249999,0.21019367890625001,0.21018639687500001,64,20,8MiB,8388608.0,256.0KiB,32768.0,0.027361723156825148,0.007855072052361488,0.030348385207458778,0.03034830844705649,1280.0,256KiB,2.0,MemoryBound,0.6991010711994965
0.2875962203125,0.08461218828125,0.20298403203125,0.20297728984375,64,20,8MiB,8388608.0,32.0KiB,4096.0,0.02552157580903778,0.006934771240573219,0.027495216159865145,0.027495038103658453,1280.0,32KiB,4.0,MemoryBound,0.7057717574424182
0.31819507109375,0.08005922890624999,0.23813584218750003,0.23812918671875,64,20,8MiB,8388608.0,256.0KiB,32768.0,0.025263133475891843,0.005873303647911512,0.027136462174368225,0.02713639992559754,1280.0,256KiB,4.0,MemoryBound,0.7483748440860979
0.298439384375,0.080159996875,0.21827938750000003,0.21827290625,64,20,8MiB,8388608.0,32.0KiB,4096.0,0.03172588941053908,0.007571845697941007,0.03566649052805849,0.03566627566454803,1280.0,32KiB,8.0,MemoryBound,0.7313810364108382
0.2929863828125,0.22757465625,0.0654117265625,0.06540471875000001,64,2,32MiB,33554432.0,32.0KiB,4096.0,0.021500768448883798,0.001151555622011347,0.021476470988960186,0.021476001126153454,128.0,32KiB,2.0,MemoryBound,0.22323467091593982
0.30214234375,0.22752862499999998,0.07461371875,0.07460746874999999,64,2,32MiB,33554432.0,256.0KiB,32768.0,0.022361290919814668,0.0011744194709514993,0.0222043195892353,0.02220431898581948,128.0,256KiB,2.0,MemoryBound,0.24692821212683796
0.35343533593750004,0.22782000000000002,0.1256153359375,0.12560867187500002,64,2,32MiB,33554432.0,2.0MiB,262144.0,0.020449053928023382,0.0027314202950342505,0.020158317598647935,0.02015838710735456,128.0,2MiB,2.0,MemoryBound,0.3553936437674475
0.7753601484374999,0.22713106249999998,0.5482290859375,0.5482223046875,64,2,32MiB,33554432.0,16.0MiB,2097152.0,0.019293497020567683,0.001877393537885371,0.019051865696270483,0.019051945606037915,128.0,16MiB,2.0,MemoryBound,0.7070550450552219
0.2761822734375,0.2276213125,0.048560960937499995,0.0485541953125,64,2,32MiB,33554432.0,32.0KiB,4096.0,0.020564257703261972,0.0012631010187604747,0.020738228932358604,0.020737735035739478,128.0,32KiB,4.0,MemoryBound,0.17580489402223637
0.27733136718749996,0.227861109375,0.0494702578125,0.0494641953125,64,2,32MiB,33554432.0,256.0KiB,32768.0,0.007135869269567712,0.0019117125921309691,0.0073147374440861185,0.007314728796286313,128.0,256KiB,4.0,MemoryBound,0.17835773794407445
0.38682491406249997,0.22718101562499998,0.1596438984375,0.1596372421875,64,2,32MiB,33554432.0,2.0MiB,262144.0,0.020490830716531534,0.0017583741779711904,0.020378415289968154,0.020378142872573,128.0,2MiB,4.0,MemoryBound,0.4126860405938257
0.2777076015625,0.228037875,0.0496697265625,0.0496631171875,64,2,32MiB,33554432.0,32.0KiB,4096.0,0.022577792611857786,0.0013271337477341908,0.0227988195735482,0.022798436930287446,128.0,32KiB,8.0,MemoryBound,0.17883240108687834
0.3048616953125,0.227862203125,0.07699949218749999,0.0769930546875,64,2,32MiB,33554432.0,256.0KiB,32768.0,0.018698595329746107,0.0025645263919465196,0.018572554379004298,0.01857271133696394,128.0,256KiB,8.0,MemoryBound,0.2525507660402462
0.5044482968749999,0.2274246171875,0.2770236796875,0.2770171796875,64,2,32MiB,33554432.0,2.0MiB,262144.0,0.021011616935028236,0.0021938250881775156,0.020940482545938974,0.02094044198022304,128.0,2MiB,8.0,MemoryBound,0.5491488055437793
0.298142265625,0.2416021875,0.056540078125000004,0.05653449218749999,64,4,32MiB,33554432.0,32.0KiB,4096.0,0.008344648060737394,0.0010807671447142307,0.008374277172628182,0.008374210857979186,256.0,32KiB,2.0,MemoryBound,0.18962253496325288
0.31903563671875,0.2414003515625,0.07763528515625,0.07762972265625,64,4,32MiB,33554432.0,256.0KiB,32768.0,0.02246534037370251,0.00142534742524544,0.022176692826742093,0.02217657697677816,256.0,256KiB,2.0,MemoryBound,0.24332617965398481
0.42292453906249994,0.24164033203125,0.18128420703125,0.1812786875,64,4,32MiB,33554432.0,2.0MiB,262144.0,0.021512114156876216,0.0017343591742266073,0.021318404080032147,0.021318406755154846,256.0,2MiB,2.0,MemoryBound,0.42863128231301467
0.2792574921875,0.2424619140625,0.036795578125000006,0.0367902109375,64,4,32MiB,33554432.0,32.0KiB,4096.0,0.004665023288386562,0.0014977282147021016,0.00488003250605904,0.0048798157201523995,256.0,32KiB,4.0,MemoryBound,0.13174296828819973
